6970882174387,Aparat mushkonjash ParPar,500,1
6970882170037,Tableta mushkonjash PifPafs,300,1
6970145430366,Leng mushkonjash,350,1
5000204816778,Aparat Raid,700,1
8008090063013,Spirale mushkonjash,200,1
5000204542189,Aparat Raid,450,1
6957384721325,Xhel flokesh Hobby,200,1
6957384721325,Xhel flokesh Hobby,200,1
6957384721325,Xhel flokesh Drago,100,1
5601036206036,Xhel flokesh L'Oreal,500,1
8008970008288,Tesori d'Oriente,600,1
8008970002866,Tesori d'Oriente,600,1
8008970043654,Tesori d'Oriente,600,1
8008970039176,Tesori d'Oriente,600,1
8008970006130,Tesori d'Oriente,600,1
6948122308038,Furce dhembesh Cobor,150,1
6945507871064,Furce dhembesh Vinsa,150,1
5900273150035,Furce dhembesh Colgate Kids,300,1
6971667826668,Furce dhembesh Clean Doctor,250,1
6927236633410,Furce dhembesh Doctor,200,1
6934985786625,Furce dhembesh Suree,200,1
6932485155484,Spray mushkonjash,500,1
8718951038141,Listerine Colgate,300,1
8718951288881,Colgate MaxFresh,250,1
8718951291010,Colgate MaxFreshBlue,250,1
8714789930848,Colgate OpticWhite,250,1
7891024128978,Colgate TripleAction,120,1
6001076001025,Paste dhembesh AquaFresh,200,1
8714789285023,Colgate Kids,150,1
5060226946907,Shkume rroje Solo,200,1
8003510005284,Shkume rroje Figaro,200,1
8004120905469,Shkume rroje Figaro,250,1
8004120083754,Shkume rroje Figaro,200,1
7702018980833, Xhel rroje Gillete,400,1
7702018980925,Shkum rroje Gillete,300,1
7702018872749,Xhel rroje Gillete,400,1
8003510008605,Aftershave Intesa,500,1
4005808221660,Aftershave Nivea,750,1
8003693401323,Aftershave Genera,500,1
8003693400173,Aftershave Genera Blue Water,500,1
3800031754043,Aftershave Kyna,250,1
8003510006229,Parfum Intesa,500,1
8690937004916,Aftershave Hobby ,350,1
8690937004909,Aftershave Hobby,350,1
5943001101763,Doerdorant Mennen,300,1
3607343816656,Antidjerse Adidas,350,1
8717644013045,Antidjerse Axe Africa,300,1
8712561248884,Antidjerse Axe 2012,300,1
6001087364614,Antidjerse Axe Black,300,1
8002410045703,Antidjerse Borotalco,350,1
8690586206006,Doerdorant Bellissima ,350,1
7509546033037,Deordrorant LadySS,200,1
5201314152002,Parfum STR8,1000,1
6928001834537,Deordorant Wokali,300,1
8003693401569,Deordorant Genera,250,1
no barcode,Deordorant Dove,200,1
8003693401552,Deordorant Genera,250,1
6948726980685,Leter bixhozi,100,1
5304000259464,Sapun i lengshem,300,1
8002410042221,Sapun i lengshem Borotalco ,250,1
8693495033770,Sapun i ngurte Palmolive ,50,1
8714789700069,Sapun i ngurte Palmolive ,50,1
8001280026218,Puder Felce Azzura,200,1
8003693403839,Krem Genera ,350,1
8003510028108,Krem Glicemille,300,1
8003510026784,Krem Splend'Or,250,1
8004120909566,Krem Milmil,250,1
8003510002221,Spray flokesh Intesa,300,1
8003510002238,Spray flokesh Intesa,300,1
8710447174715,Shampo Dimension,150,1
8008970056845,Wash & Go 360ml,300,1
8008970042022,Wash & Go 200ml,200,1
8008970042251,Wash & Go Men,300,1
8001280068003,Felce Azzura 650ml,350,1
8001841267173,Pantene 360ml,400,1
8001090915481,Pantene 200ml,200,1
8001090196507,Head & Shoulders 400 ml,400,1
8001841667386,Head & Shoulders 400 ml,400,1
8001090047861,Head & Shoulders 300ml,300,1
8003693400456,Genera Baby,350,1
3574661584645,Johnson`s baby,300,1
8002410011395,Neutro Roberts,400,1
4005808134830,Nivea Shampo,400,1
4005808399123,Nivea 750ml,400,1
3600521142967,L'Oreal,300,1
4005900019394,Nivea men,300,1
4005808674138,Nivea Anti-Schuppen,300,1
8710447246801,Ultrex damaged & colored hair,400,1
8710447246733,Ultrex scalp oil control,400,1
8710447246849,Ultrex ice cool menthol,400,1
8714789880488,Palmolive Vital Strong,200,1
8714789880488,Palmolive Vital Strong,200,1
8714789880495,Palmolive Anti-Dandruff,200,1
8001280024108,Felce Azzura 400ml,250,1
8714789515656,Palmolive 500ml,350,1
3600522016182,L'Oreal ,350,1
7702018949946,Brisk Gillete Blue3,500,1
4027800019762,Brisk Wilkinson,50,1
3086126693279,Brisqe Bic 3,500,1
5201313010426,Brisqe Bic 2 Astor,150,1
3014260287047,Brisqe Gillete 2,100,1
7702018502356,Brisk Gillete Blue 2,150,1
4027800518838,Brisqe Wilkinson Duplo,250,1
3086127501641,Brisk Bic Chrome Platinium,50,1
8699449030970,Orbet,50,1
86942362,Lepirese,10,1
8691707095158,Cokollate Go Fresh,20,1
8691707062488,Biscolata,30,1
40084107,Veze Kinder,150,1
5205720230286,Rulon Kuzhine Alfa,350,1
5304000145156,Rulon Kuzhine Linekx,250,1
5202505016110,Rulon Kuzhine Gardenia ,120,1
5205720864979,Rulon Kuzhine Linea,120,1
5304000009519,Kartopeceta,50,1
5304000009700,Kartopeceta,50,1
5304000240035,Kartopeceta,50,1
8076800195057,Barilla,120,1
8076809523509,Barilla,120,1
8005121000146,Divella,100,1
8005121000061,Divella,100,1
8005121000085,Divella,100,1
8005121000290,Divella,100,1
8005121000542,Divella,100,1
8005121000405,Divella,100,1
8005121000429,Divella,100,1
8005121000610,Divella,100,1
8005121000177,Divella,100,1
8005121000610,Divella,100,1
5501150002609,Gliko Shalqini,250,1
5501150002623,Gliko Kumbulle,250,1
5306000037011,Gliko Fiku,250,1
5304000248239,Mjalte Zdrava,130,1
5306000001555,Recel Fiku 1kg,300,1
9007829023075,Sheqer,100,1
5301000416200,Thjerreza,150,1
5304000123925,Niseshte,100,1
5300000100508,Miell Gruri,120,1
5301000120046,Miell Misri,150,1
5201106270761,Fast yogo,200,1
5304000161361,Djath bebe,130,1
6111255761562,Sardele,100,1
6111255761555,Sardele,100,1
6111070000792,Sardele,100,1
8012666000661,Fasule ,100,1
8005121210101,Salc Domate Divella ,150,1
5300000015017,Vaj Olim,200,1
8002795000212,Pana 200ml,150,1
5306000063232,Kanelle,50,1
5306000063218,Piper i zi,50,1
5306000063270,Sode buke 80g,50,1
5301000411076,Sode buke 500g,500,1
5506666093066,Vaj Kristal,170,1
5301000410024,Oriz Gold,250,1
5301000410147,Oriz Gold kokerrgjate,100,1
5201024781233,Lays Oregano,70,1
5201024780212,Lays Salted,70,1
5201360671069,Bake Rolls Pizza,100,1
5201360639571,Bake Rolls Tomato olive,100,1
5301000232459,Replay,30,1
5301000232442,Replay,30,1
5053990151035,Pringles,300,1
5053990101573,Pringles,300,1
5053990101597,Pringles,300,1
5053990121922,Pringles,300,1
5053990161669,Pringles,300,1
5053990106981,Pringles,300,1
5053990101542,Pringles,300,1
5053990161638,Pringles 70g,200,1
5053990125050,Pringles 70g,200,1
4002195001431,Qumesht Latte 1l,200,1
5304000050610,Karamele Zana,200,1
5304000101039,Karamele me mjalt,100,1
5304000047696,Karamele luleshtrydhe,100,1
5304000047658,Karamele limon,100,1
5304000047689,Karamele kafe,100,1
5400001454676,Kafe turke Kei,120,1
8028696001905,Kafe Migro,200,1
8000070038424,Kafe Lavazza,400,1
5304000101985,Cokollate Imetex Gold,500,1
5304000101992,Cokollate Imetex Zemer,250,1
3901276340852,Cokollate Kamila,250,1
5304000101992,Cokollate Imetex 8-kendeshe,250,1
8352015005696,Bombone Tomorri,400,1
5304000137564,Biskota te thjeshta,250,1
5304000137229,Biskota Ritola,250,1
5304000137182,Biskota Antonella,250,1
8005121213881,Biskota Divella,170,1
8005121213898,Biskota Divella,170,1
8005121214253,Biskota Divella,170,1
5304000051419,Llokume me shije frutash,350,1
8691494914328,Llokume me arra 2kg,500,1
8690526010113,Cibuk me erza,30,1
5304000047221,Bondolce Insifa,100,1
5304000047405,Bondolce Insifa,100,1
8001585001224,Bondolce Balconi,200,1
5304700085011,Bajame Imetex,100,1
5304700085011,Fistiqe Imetex,100,1
80291947,Amita LaDoria x3,120,1
80165491,Caj pjeshke SanBenedetto 1.5l,150,1
80165484,Caj limoni SanBenedetto 1.5l,150,1
9008700122788,Bravo molle 1.5l,170,1
9008700136808,Bravo pjeshke 1.5l,170,1
5201005001688,Amita pjeshke 1l ,190,1
3902057160775,Leng Vitamina 1.5l,200,1
5449000015594,Fanta exotic 1.5l,180,1
5449000052926,Fanta orange 1.5l,180,1
5449000000439,Coca-Cola 1.5l,180,1
5449000133335,Coca-Cola zero 1.5l,180,1
5449000012203,Sprite 1.5l,180,1
5301000230028,Belino qershi,70,1
7622202040269,7Days DoubleMax,70,1
7622202011412,7Days Creme Brulee,70,1
5900951311505,Snickers,70,1
8690504034438,Albeni,50,1
5449000000996,Coca-Cola 330ml,100,1
5449000131805,Coca-Cola zero 330ml,100,1
5449000042101,Fanta exotic 330ml,100,1
5449000011527,Fanta orange 330ml,100,1
5449000014535,Sprite 330ml,100,1
8714800036825,B52,100,1
90162602,Red-Bull,150,1
3900518300012,Golden Eagle,100,1
80145455,Lemon Soda,100,1
90087110,Bravo molle 250ml,100,1
90087745,Bravo pjeshke 250ml,100,1
5449000046390,Schweppes Tonic Water,100,1
5449000064110,Schweppes Bitter Lemon,100,1
8850155002112,Neskafe Clight,130,1
5304000008208,Dhalle Lufra,50,1
5306000001609,Uje Vlora 1.5l,60,1
8032268114108,Uje Tepelena 1.5l,60,1
5304000044114,Uje Lajthiza 1.5l,60,1
5301000171017,Uje Glina 1.5l,60,1
8032268214105,Uje Tepelena gaz 1.5l,60,1
5306000001616,Uje Vlora 0.5l,50,1
5304000044091,Uje Lajthiza 0.5l,50,1
5304000044077,Uje Lajthiza 5l,120,1
5306000001623,Uje Vlora 8l,120,1
5306000076225,Uje Puka 7l,120,1
5201314773788,Carroten mbrojtes-dielli,1000,1
5201314156116,Carroten mbrojtes-dielli,1000,1
5201314160076,Carroten mbrojtes-dielli,1000,1
5304000106454,Crema Solare,800,1
4056489617419,Cien Sun krem,700,1
20546533,Cien Sun spray,600,1
8003693401576,Genera mbrojtes-dielli,800,1
8003693403136,Genera mbrojtes-dielli,1000,1
4005808407538,Nivea Sun,1000,1
8003693401231,Genera pas-djegies,900,1
5201314282082,Carroten vaj,1000,1
4056489368755,Cien Sun vaj,500,1
5304000106317,Sun Oil,600,1
8053830880023,Sofy's spray,600,1
6291106000016,Huda mbrojtes-dielli,1000,1
5310079000470,Imperial Vanilla,70,1
5310079000159,Imperial Cokollate,70,1
5310079000715,Imperial Fruta Pylli,70,1
5310079004362,Metropoli Paris,200,1
5310079004379,Metropoli Monaco,200,1
5310079001842,Watermelon,70,1
5310079002320,Roler,70,1
5310079002306,Sandwich,150,1
5310079004072,Metropoli Madagaskar,200,1
5310079002160,Tornado,200,1
3800029131474,Oreo Sandwich,200,1
5000159515481,Snickers bisht,200,1
5000159460880,Snickers xtra,150,1
5900130038391,Milka,200,1
8436575298764,Oreo bisht,200,1
5319992137287,Tas luleshtrydhe,100,1
5310079001040,EuroGol,120,1
5304000052003,Sheqer,100,1
5304000319007,Leter Higjenike,250,1
5304000145552,Leter Higjenike,250,1
8690536240401,Test enesh,150,1
8001090902313,Fairy 400ml,160,1
8001090902474,Fairy 800ml,250,1
8690637068768,Cif Amonyak,250,1
8003650018359,Sgrassatore Smac,300,1
8015353008247,Pastrues spray Pulito,250,1
8697405600632,Arome Golf,200,1
8697433522906,Spray Hekuri,200,1
5201347468569,Vanish,450,1
5900627012477,Vanish,300,1
5201314410621,Afroso WC,250,1
5201314410669,Afroso WC,250,1
4000869041158,Tableta Anti Kalk,350,1
8007675732313,Spray Insektesh,200,1
8004235000134,Spray ZigZag,200,1
5301000390326,Spray Insektesh,170,1
8697427788059,Arome rrobash,350,1
8006540866153,Lenor livando & kamomil,300,1
8006540866085,Lenor,300,1
8697713837317,Petros,450,1
8690511000983,ABC Parfumia,450,1
8003640035007,Soft,400,1
5300000010852,Deka,700,1
8001480029477,ACE,450,1
8034028881084,Luxe,400,1
5304000200312,Zbardhues EuroMega,250,1
5304000200329,Zbardhues 1l,100,1
8718951278516,Ajax pllakash,250,1
8718951278394,Ajax pllakash,250,1
8001090972101,MastroLindo,250,1
5300000012122,Deka dore,150,1
8006540558577,Ariel,750,1
5304000330842,Acid GoldFresh,200,1
5374477109968,Acid WC,100,1
8006320061693,Vim Clorex,200,1
4000869010222,Rohr frei,200,1
739835001592,Sapun rrobash Dalan,150,1
5304000200268,Lares pllakash,250,1
5301000230295,Replay Cokollate,30,1
5304000199029,Kripe,30,1
4067517003531,Kos frutash Fruetto,80,1
8001480709102,Ace 2.5l,300,1
90087752,Bravo luleshtrydhe,100,1
5301000172007,Pepsi 330ml,100,1
5301000172113,Ivi portokall 330ml,100,1
9006900205782,Faner 2l,300,1
8002580026243,Santal pjeshke,200,1
5306000001500,Hallve me kakao,120,1
8004120020308,Bagno Schiuma MillMill,350,1
8718951048522,Ajax xhamash,200,1
8606013177986,Duel 3kg,650,1
8606013177504,Duel 3kg,650,1
5304000044169,Lajthiza 2l,70,1
8002410044768,Shampo Borotalco,450,1
8002410011371,Shampo Neutro Roberts,450,1
8004120083150,Shkume rroje Figaro,250,1
80453000,Deo Roll Borotalco,350,1
8002410043525,Antidjerse Borotalco,350,1
8002410044096,Antidjerse Borotalco,350,1
8002410043457,Antidjerse Borotalco,350,1
8002410045598,Antidjerse Borotalco,350,1
8680518330206,Bakllava me stika,500,1
8697480197621,Llokume speciale,150,1
8681333002552,Amarete me kajsi,250,1
8352015005696,Bombone me cokollate,350,1
7622202015823,Bake Rolls krip,100,1
5304000137007,Biskota,250,1
5201005082700,Amita pjeshke,100,1
8690784121309,Leng mushkonjash Raid,350,1
8001040198995,Majoneze Kraft,300,1
90020988,Bravo MultiVit 1.5l,170,1
9008700133784,Bravo Cranberry 1.5l,170,1
5301000241703,Qesk koshi,100,1
8018700036658,Mask floku Althaea,250,1
8008970035123,Krem floku Gaia,250,1
8683489401319,Bajame Salmanli,200,1
8683489401265,Fara kungulli Salmanli,200,1
8683489401234,Fara luledielli Salmanli,150,1
8054633839515,Shampo Dermomed,250,1
8054633839584,Shampo Dermomed,250,1
28252733,Today sun-spray,600,1
8001090915528,Pantene 200ml,200,1
8698996005868,Leter tualeti,200,1
5304000145255,Leter tualeti,250,1
5301000600654,Pipsa,100,1
5711914145064,Luge plastike,150,1
5711914144913,Pirunj plastike,1
5304000201104,Pirunj plastike,1
3800226620221,Pjata plastike,150,1
8052789893320,Pjata plastike,150,1
3800226620382,Pjata plastike,150,1
8697781932211,Gota plastike,150,1
8698585273257,Gota plastike,150,1
11,Gota plastike,150,1